timeline,character_name,english_dialogue,bengali_dialogue
"00:17:32,919 --> 00:17:35.588",LOVETT,Are you ready to go back to Titanic?,আপনি টাইটানিকে ফিরে যাবার জন্য তৈরি ?
"00:17:39,159 --> 00:17:40.593",BODINE,"Okay, here we go.","ঠিক আছে, আমরা এখন শুরু করতে পারি ।"
"00:17:40,660 --> 00:17:43.663",BODINE,"She hits the berg on the starboard side, right?","এটার ডানদিক বরফ খণ্ডের সাথে ধাক্কা লেগেছিল, ঠিক আছে ?"
"00:17:43,730 --> 00:17:49.001",BODINE,She kind of bumps along... punching holes like morse code... -- dit-dit-dit -- along the side... below the water line.,"ধাক্কা লাগার ফলে এটার গর্তের সৃষ্টি হল… …ধাক্কা লেগে গর্ত হওয়াটা অনেকটা সংকেতের মত… ...টিট, টিট, টিট...এই দিক দিয়ে... ...পানির লাইনের নীচে ।"
"00:17:49,068 --> 00:17:52.639",BODINE,Then the forward compartments start to flood.,তারপর রুমগুলো ডুবে যেতে শুরু করলো ।
"00:17:52,705 --> 00:17:58.811",BODINE,"Now, as the water level rises... it spills over the watertight bulkheads... which, unfortunately, don't go any higher than E deck.","এখন, যেহেতু পানির উচ্চতা বৃদ্ধি পাচ্ছে... ...এটা জাহাজের মধ্যে জলরোধক পার্টিশনগুলোর পতন ঘটিয়েছিল... ...যেটা, দুর্ভাগ্যবশত, ই-ডেকের চেয়ে বেশি উপরে উঠতে পারেনি ।"
"00:17:58,878 --> 00:18:07.454",BODINE,"So now as the bow goes down... the stern rises up, slow at first... then faster and faster... until finally, she's got her whole ass sticking up in the air.","আর এখন জাহাজের সামনের অংশটি ডুবে যাচ্ছে... ...জাহাজের পেছনের অংশটি উপড়ে উঠে যাচ্ছে, ধীরে ধীরে দ্রুত... ...তারপর দ্রুততর থেকে আরও দ্রুততরভাবে... ...শেষ পর্যন্ত এটার সম্পূর্ণ অংশ পানির মধ্যে খাড়া হয়ে থাকলো ।"
"00:18:08,755 --> 00:18:12.659",BODINE,"And that's a big ass. We're talking 20, 30,000 tons. Okay?","আর এটার বড় অংশটির ওজন যেটা আমরা বলছি ২০ থেকে ৩০,০০০ টনের মত, ঠিক আছে ?"
"00:18:14,894 --> 00:18:16.996",BODINE,"So, what happens?",তারপর কি ঘটলো ?
"00:18:17,063 --> 00:18:18.798",BODINE,"She splits, right down to the keel.","এটা ভেঙে গেল, ঠিক পেছন দিক থেকে ।"
"00:18:18,865 --> 00:18:21.334",BODINE,And the stern... falls back level.,আর পেছনের অংশটি... …পানির উপর ভেসে থাকলো ।
"00:18:21,401 --> 00:18:27.907",BODINE,Then... as the bow sinks... it pulls the stern vertical... and then finally detaches.,তারপর... ...জাহাজের সামনের অংশটি ডুবে গেল... ...আর এটার টানে জাহাজের পেছনের অংশটি খাড়া হয়ে গেল... ...আর তারপর অবশেষে এটা একটি-অপরটি থেকে বিছিন্ন হয়ে গেল ।
"00:18:27,974 --> 00:18:37.650",BODINE,"Now the stern section just kind of bobs there like a cork for a couple of minutes... floods, and finally goes under about 2:20 AM... 2 hours and 40 minutes after the collision.",এখন জাহাজের পিছনের অংশটি কিছুসময় পানিতে ভেসে থাকলো... ...পানি ঢুকে যাচ্ছে আর অবশেষে রাত ২.৩০ মিনিটের দিকে পানিতে তলিয়ে যায়... ...বরফের সাথে ধাক্কা লাগার ২ ঘণ্টা ৪০ মিনিটের মধ্যে ।
"00:18:39,152 --> 00:18:45.792",BODINE,"The bow section planes away... landing about a half a mile away... going 20, 30 knots when it hits the ocean floor.",জাহাজের সামনের অংশটি পানির তলদেশে চলে যায়... ...আধা মাইল নীচে নামার পর... …ঘণ্টায় ২০ থেকে ৩০ মাইল গতিতে এটা ওশেনের তলদেশে আঘাত করে ।
"00:18:49,829 --> 00:18:51.598",BODINE,"Pretty cool, huh?","খুব চমৎকার, তাই না ?"
"00:18:51,664 --> 00:18:56.769",OLD ROSE,"Thank you for that fine forensic analysis, Mr. Bodine.","সুন্দরভাবে বিশ্লেষণ করে বোঝনোর জন্য তোমাকে ধন্যবাদ, মি. বডিন ।"
"00:18:56,836 --> 00:19:03.109",OLD ROSE,"...Of course, the experience of it was... ...somewhat different.","...অবশ্যই, এটা এক ধরনের অভিজ্ঞতা যেটা ছিল... ...কিছুটা ভিন্ন ।"
"00:19:03,176 --> 00:19:05.178",LOVETT,Will you share it with us?,আপনি এটা আমাদের সাথে শেয়ার করবেন ?
"00:20:00,132 --> 00:20:01.167",LIZZY,I'm taking her to rest.,আমি তাকে বিশ্রাম নেওয়ার কথা বলছিলাম ।
"00:20:01,234 --> 00:20:02.269",OLD ROSE,No.,না ।
"00:20:02,335 --> 00:20:03.603",LIZZY,"Come on, Nana.","চলো, নানু ।"
"00:20:03,670 --> 00:20:05.004",OLD ROSE,No!,না !
"00:20:09,075 --> 00:20:10.743",LIZZY,Give me the tape recorder.,আমাকে টাইপ রেকর্ডারটা দাও ।
"00:20:13,746 --> 00:20:14.914",LOVETT,"Tell us, Rose.","আমাদের বলুন, রোস ।"
"00:20:16,916 --> 00:20:19.852",OLD ROSE,It's been 84 years--,এটা ছিল ৮৪ বছর আগের কথা...
"00:20:19,919 --> 00:20:23.856",LOVETT,It's okay. Just try to remember anything... ...anything at all.,"এটা ঠিক আছে, শুধু কিছু একটা মনে করার চেষ্টা করুন... ...যেকোন কিছু ।"
"00:20:23,923 --> 00:20:26.759",OLD ROSE,"Do you want to hear this or not, Mr. Lovett?",তুমি কি এটা শুনতে চাও মি. লভেল ?
"00:20:30,763 --> 00:20:33.766",OLD ROSE,It's been 84 years...,এটা ছিল ৮৪ বছর আগের কথা...
"00:20:35,602 --> 00:20:38.605",OLD ROSE,...and I can still smell the fresh paint.,...আর আমি এখনো জীবন্ত ছবির গন্ধ পাচ্ছি...
"00:20:40,407 --> 00:20:43.876",OLD ROSE,The china had never been used.,চীনারাও এটা কখনো করে দেখাতে পারেনি ।
"00:20:43,943 --> 00:20:46.613",OLD ROSE,The sheets had never been slept in.,স্মৃতির পাতাগুলো এখনো ঘুমায়নি ।
"00:20:48,281 --> 00:20:52.218",OLD ROSE,Titanic was called the ship of dreams.,টাইটানিকে বলা হত স্বপ্নের জাহাজ ।
"00:20:53,720 --> 00:20:54.887",OLD ROSE,And it was.,আর এটা ছিল...
"00:20:56,122 --> 00:20:57.857",OLD ROSE,It really was.,এটা সত্যিই ছিল ।
"00:21:28,220 --> 00:21:29.589",PORTER,All third-class passengers...,প্রত্যেক তৃতীয় শ্রেণীর যাত্রীরগন...
"00:21:30,390 --> 00:21:31.858",PORTER,...with a forward berth...,...জাহাজের নোঙ্গরস্থান থেকে...
"00:21:31,924 --> 00:21:34.694",PORTER,...this way please! This queue!,...দয়া করে সারিবদ্ধভাবে দাঁড়ান...
"00:21:34,761 --> 00:21:36.429",FATHER,"It's a big boat, huh?","এটা একটা বড় নৌকা, তাই না ?"
"00:21:36,496 --> 00:21:38.531",SON,"Daddy, it's a ship.","বাবা, এটা একটা জাহাজ ।"
"00:21:38,598 --> 00:21:39.599",FATHER,You're right.,তুমি ঠিকই বলেছ ।
"00:22:09,629 --> 00:22:12.131",ROSE,I don't see what all the fuss is about.,আমি এই ধরনের হইচই কখনো দেখেনি ।
"00:22:12,198 --> 00:22:14.401",ROSE,It doesn't look any bigger than the Mauretania.,এটা মোরেতিনিয়ার চেয়ে বড় দেখাচ্ছে না ।
"00:22:14,467 --> 00:22:18.237",CAL,"You can be blasé about some things, Rose... but not about Titanic.","তুমি অন্য বিষয় সম্পর্কে দ্বিমত পোষণ করতে পারো, রোস... ...কিন্তু টাইটানিকের সম্পর্কে নয় ।"
"00:22:18,304 --> 00:22:22.409",CAL,It's over 100 feet longer than Mauretania... and far more luxurious.,এটা মোরেতিনিয়ার থেকেও ১০০ ফিট লম্বা... ...আর অনেক বিলাসবহুলয় ।
"00:22:22,475 --> 00:22:25.812",RUTH,Your daughter is far too difficult to impress.,আপনার মেয়েকে খুশি করানো সত্যিই খুব কঠিন কাজ ।
"00:22:28,280 --> 00:22:29.315",CAL,It is unsinkable.,এটা কখনো ডুববে না ।
"00:22:29,382 --> 00:22:32.752",CAL,God Himself could not sink this ship-- Sir! What?!,খোদা নিজেও এই জাহাজটিকে ডোবাতে পারবেন না... কি হয়েছে ?
"00:22:32,819 --> 00:22:35.154",PORTER,"You have to check your baggage through the main terminal. It's round that way, sir.","টার্মিনালে যাওয়ার জন্য আপনার মালপত্রগুলো চেক করা প্রয়োজন । এটা অনেক ঝামেলার কাজ, স্যার ।"
"00:22:35,221 --> 00:22:37.990",CAL,I put my faith in you good sir. Now kindly see my man.,আমি আমার বিশ্বাসের সাথে এর দায়িত্ব আপনার হাতে ছেড়ে দিচ্ছি । দয়া করে এটা দেখে আসো ।
"00:22:38,057 --> 00:22:39.225",PORTER,"Yes sir. It's my pleasure, sir.","হ্যাঁ, স্যার । এটা আমার দায়িত্ব স্যার ।"
"00:22:40,393 --> 00:22:41.994",LOVEJOY,"If I can do anything at all... Yes, right.","যদি আমি কিছু করতে পারি... হ্যাঁ, ঠিক আছে ।"
"00:22:42,061 --> 00:22:43.996",CAL,All the trunks from that car there.,সব মালপত্রগুলো গাড়ি থেকে নিয়ে আসা হয়েছে ।
"00:22:44,063 --> 00:22:46.332",LOVEJOY,12 from here.,এখান থেকে ১২ টা
"00:22:46,399 --> 00:22:51.370",LOVEJOY,"And the safe, to the parlor suite... rooms B-52, 54, 56.","সোফা আর সিন্দুকটা... ...রুম বি-৫২, ৫৪, ৫৬ ।"
"00:22:54,641 --> 00:22:56.476",CAL,Ladies... we better hurry.,...আমাদের দ্রুত যেতে হবে ।
"00:23:02,048 --> 00:23:03.315",ROSE,My coat?,আমার কোট ?
"00:23:03,382 --> 00:23:04.984",TRUDY BOLT,"I have it, miss.","এটা আমার কাছে আছে, মিসস ।"
"00:23:06,553 --> 00:23:10.723",PORTER,All third-class passengers queue here for health inspection.,প্রত্যেক তৃতীয় শ্রেণীর যাত্রীরদেরকে এখানে সযত্নে পরিষ্কারের ব্যবস্থা রয়েছে ।
"00:23:16,896 --> 00:23:19.398",PORTER,"Welcome aboard, ma'am. Welcome to Titanic.","জাহাজে আপনাদের স্বাগতম, ম্যাম । টাইটানিকে আপনাদের স্বাগতম ।"
"00:23:20,867 --> 00:23:24.871",OLD ROSE (V.O.),It was the ship of dreams... to everyone else.,এটা ছিল স্বপ্নের জাহাজ... ...প্রত্যেকের কাছেই ।
"00:23:24,937 --> 00:23:31.878",OLD ROSE (V.O.),"To me, it was a slave ship... taking me back to America in chains.","কিন্তু আমার কাছে, এটা ছিল ক্রীতদাস বহনের জাহাজ... ...এটা আমাকে শিকলে বেঁধে আমেরিকাতে ফিরিয়ে নিয়ে যাচ্ছে ।"
"00:23:31,944 --> 00:23:36.215",OLD ROSE (V.O.),"Outwardly, I was everything a well brought up girl should be.","আপাতদৃষ্টিতে, আমি ধনী পরিবারের প্রতিপালিত মেয়ের মতোই আচারন করছিলাম ।"
"00:23:36,282 --> 00:23:38.851",OLD ROSE (V.O.),"Inside, I was screaming.","ভেতরে ভেতরে, আমি ভীষণভাবে রেগে যাচ্ছিলাম ।"
"00:23:51,598 --> 00:23:53.966",OLAF,You stupid fishhead. I can't believe you bet our tickets.,"তুমি জারজ সন্তান, তুমি একটা গাধা !"
"00:23:55,301 --> 00:23:56.569",FABRIZIO,"Jack, you are pazzo.",জ্যাক তুমি একটা বোকা ।
"00:23:59,572 --> 00:24:01.808",JACK,"When you got nothing, you got nothing to lose.","যখন তোমার কিছুই নেই, তখন হারানোরও কিছুই নেই ।"
"00:24:01,874 --> 00:24:03.275",SVEN,I lost our money.,"তুমি বোকা । আমি তোমাকে বিশ্বাস করতে পারছি না যে, তুমি আমাদের টিকিটগুলো নিয়ে বাজি ধরেছে ।"
"00:24:32,004 --> 00:24:34.607",JACK,"All right, moment of truth.",সব ঠিক আছে । এখন সত্যতা যাচায়েই পালা ।
"00:24:40,580 --> 00:24:41.581",FABRIZIO,Niente.,নেই ।
"00:24:43,850 --> 00:24:44.851",OLAF,Niente.,নেই ।
"00:24:45,852 --> 00:24:47.286",SVEN,Nothing.,নেই ।
"00:24:49,922 --> 00:24:54.794",JACK,"Uh-oh. 2 pair. I'm sorry, Fabrizio.","ওহ...দু-জোড়া । আমি দুঃখিত, ফাব্রিজো ।"
"00:24:58,464 --> 00:25:06.371",JACK,"I'm sorry... you're not gonna see your mom again for a... long time... 'cause we're going to America. Full house, boys!","আমি দুঃখিত... ...তুমি আবারো তোমার মাকে দেখতে পাবে... ...লম্বা সময়ের পর... ...কারন আমরা আমেরিকা যাচ্ছি... ফুল হাউজ, বয় !"
"00:25:20,219 --> 00:25:22.254",FABRIZIO,Come on. I'm going home!,চলো । আমি বাড়ি যাচ্ছি !
"00:25:26,693 --> 00:25:29.996",FABRIZIO,I'm going home. I go to America!,আমি বাড়ি যাচ্ছি ! আমি আমেরিকা যাচ্ছি !
"00:25:30,062 --> 00:25:31.664",PUBKEEPER,"No, mate.",কোন বন্ধু নয় ।
"00:25:31,731 --> 00:25:35.668",PUBKEEPER,"Titanic go to America, in 5 minutes.",টাইটানিক আমেরিকা যাচ্ছে... আর মাত্র পাঁচ মিনিট বাকী আছে ।
"00:25:35,735 --> 00:25:36.803",JACK,Shit. Fabri. Come on.,"সিট, ফেবি । দ্রুত চলো ।"
"00:25:40,339 --> 00:25:42.842",JACK,We're riding in high style now!,আমরা রাজকীয়ভাবে যাবো !
"00:25:49,008 --> 00:25:53.053",FABRIZIO,You see? Is my destino. Like I told you... I go to America to be millionaire.,তুমি দেখতে পাচ্ছ ? এটা আমার ভাগ্যে ছিল । যেমনটা আমি তোমাকে বলেছিলাম... আমি আমেরিকাতে যাচ্ছি কোটিপতি হতে !
"00:25:57,690 --> 00:25:59.358",JACK,"Maybe, but I've got the tickets.","হতে পারে, কিন্তু আমাদের টিকিট আছে ।"
"00:26:04,363 --> 00:26:05.798",FABRIZIO,Aspetta! Whoa. Wait! Wait!,"অহ, দাড়াও ! দাড়াও !"
"00:26:11,270 --> 00:26:12.605",MOODY,Have you been through the inspection queue?,আপনারা সব কাজ ঠিকভাবে করেছন ?
"00:26:13,773 --> 00:26:17.209",JACK,"Of course. Anyway, we don't have any lice. We're Americans. Both of us.","অবশ্যই । তাছাড়া, আমাদের না যাবার কোন কারন নেই । আমরা দু-জনই আমেরিকান ।"
"00:26:17,276 --> 00:26:18.310",MOODY,Right.,ঠিক আছে ।
"00:26:23,415 --> 00:26:26.919",JACK,We're the luckiest sons of bitches in the world. You know that?,আমরা পৃথিবীতে ভাগ্যবান কুত্তার বাচ্চা ! তুমি এটা জান ?
"00:26:40,599 --> 00:26:41.734",FABRIZIO,You know somebody?,তুমি কেউকে চেন ?
"00:26:41,801 --> 00:26:45.071",JACK,Of course not. That's not the point. Good-bye! I'll miss you!,অবশ্যই না । এটা কোন বিষয় না । বিদায় ! আমি তোমাদের মিস করবো ।
"00:26:46,739 --> 00:26:48.440",FABRIZIO,I will never forget you!,আমি তোমাদের কখনো ভুলবো না !
"00:27:43,529 --> 00:27:45.464",JACK,G-60. G-60.,"জি-৬০, জি-৬০ ।"
"00:27:50,202 --> 00:27:52.304",JACK,"Oh, right here.","ওহ, এখানে ।"
"00:27:53,672 --> 00:27:55.808",JACK,"Hey, how you doing? Jack. Nice to meet you.",জ্যাক । তোমার সাথে দেখা হয়ে ভাল লাগলো ।
"00:27:57,844 --> 00:27:59.478",BJORN,How you doing?,কেমন লাগছে ?
"00:28:04,150 --> 00:28:05.985",BJORN,(SPEAKING SWEDISH),ভেন কোথায় ?
"00:28:07,519 --> 00:28:12.158",STEWARD,"This is your private promenade deck, sir. Will you be requiring anything?","এটা আপনাদের ব্যক্তিগত বিনোদনের জায়গা, স্যার ? আপনার আরও কিছু লাগবে ?"
"00:28:15,895 --> 00:28:18.497",ROSE,It had a lot of faces on it.,এটার মধ্যে অনেকগুলো মুখ ছিল ।
"00:28:21,734 --> 00:28:23.836",STEWARD,"Would you like all of them out, miss?","আপনি তাদের সবাইকে ভালোবাসেন, মিসস ?"
"00:28:30,709 --> 00:28:33.012",CAL,Put in there. In the wardrobe.,"ওখানে রাখো, ওয়ারডফের উপর ।"
"00:28:33,079 --> 00:28:35.514",CAL,"God, not those finger paintings again.",গড ! ঐ আঙুলগুলো দিয়ে আর ছবি এঁকো না ।
"00:28:37,249 --> 00:28:40.787",ROSE,The difference between Cal's taste in art... and mine is that I have some.,"ক্যাল আর সাহিত্যের মধ্যে এটাই পার্থক্য... ...আর হৃদয় যেটা, আমার কিছু একটা আছে ।"
"00:28:42,922 --> 00:28:45.524",ROSE,They're fascinating. Like being inside a dream or something.,মনে হচ্ছে স্বপ্নের ভেতরে অথবা তেমন কিছু একটা ।
"00:28:47,193 --> 00:28:50.196",ROSE,What's the artist's name? Something Picasso.,শিল্পির নাম কি ? হবে...পিকাসো ।
"00:28:51,563 --> 00:28:53.332",CAL,He won't amount to a thing.,তিনি এগুলো মূল্যায়ন করেন না ।
"00:28:55,201 --> 00:28:57.203",ROSE,Let's put the Degas in the bedroom. At least they were cheap.,এগুলো বেডরুমে সাজানো যাবে । তারা এগুলো সস্তায় কিনেছে ।
"00:28:57,937 --> 00:28:59.772",CAL,Put it in the wardrobe.,এগুলো ওয়্যারড্রফে রাখো ।
"00:29:05,277 --> 00:29:09.882",OLD ROSE (V.O.),"At Cherbourg, a woman came aboard named Margaret Brown.",সারব্রউগ থেকে মারগ্রারেট ব্রাউন নামে একজন ভদ্রমহিলা জাহাজে উঠেছিলেন ।
"00:29:09,949 --> 00:29:15.387",OLD ROSE (V.O.),We all called her Molly. History would call her the Unsinkable Molly Brown.,আমরা সবাই উনাকে মলি বলে ডাকতাম । ইতিহাস তাকে ডাকবে অডুবোনীয় মলি ব্রাউন বলে ।
"00:29:15,454 --> 00:29:17.656",MOLLY BROWN,"Well, I wasn't about to wait all day for you, sonny.","ভাল, আমি তোমার জন্য সারাদিন অপেক্ষা করেনি, ছেলে ।"
"00:29:17,723 --> 00:29:20.392",MOLLY BROWN,"Here, if you think you can manage.","এটা ধরো , যদি তুমি মনেকর এটা তুমি গুছিয়ে নিতে পারবে ।"
"00:29:20,459 --> 00:29:23.729",OLD ROSE (V.O.),Her husband had struck gold someplace out west.,উনার হাসব্যান্ডের পশ্চিমে সোনার ব্যবসা ছিল ।
"00:29:23,796 --> 00:29:26.598",OLD ROSE (V.O.),"And she was what Mother called ""new money.""",আর এ জন্যই উনাকে ডাকা হতো “নতুন টাকা” এর উৎস বলে ।
"00:29:29,335 --> 00:29:32.704",OLD ROSE (V.O.),...we were steaming west from the coast of Ireland...,...আমরা কোস্ট অফ আয়ারল্যান্ড থেকে পশ্চিম দিকে যাত্রা শুরু করলাম...
"00:29:32,771 --> 00:29:36.275",OLD ROSE (V.O.),...with nothing out ahead of us but ocean.,...আমাদের সামনে কিছুই ছিল না কিন্তু ওশেন...
"00:29:42,481 --> 00:29:47.186",CAPTAIN SMITH,"Take her to sea, Mr. Murdoch. Let's stretch her legs.","এটাকে সুমুদ্রে নিয়ে চলো, মি. মারডচ । আর এটার গতি বাড়িয়ে দাও ।"
"00:29:47,253 --> 00:29:48.254",MURDOCH,Yes sir.,"হ্যাঁ, স্যার ।"
"00:29:50,489 --> 00:29:51.557",CAPTAIN SMITH,"All ahead full, Mr. Moody.","গতি সম্পূর্ণ বাড়িয়ে দাও, মি. মোদি ।"
"00:29:52,291 --> 00:29:53.559",MOODY,"Very good, sir.",খুব ভাল স্যার ।
"00:29:58,797 --> 00:29:59.832",ENGINEER BELL,All ahead full.,গতি সম্পূর্ণ বাড়িয়ে দাও !
"00:30:01,033 --> 00:30:02.835",ENGINEER BELL,All ahead full!,গতি সম্পূর্ণ বাড়িয়ে দাও !
"00:30:22,621 --> 00:30:24.891",ENGINEER BELL,All right! Let's stoke her right up!,"সব ঠিক আছে, আগুনের উত্তাপ বাড়িয়ে দাও ।"
"00:30:26,492 --> 00:30:28.494",ENGINEER BELL,"Come on, put your backs into it!","এসো, তোমারটা এর মধ্যে ফেলো !"
"00:32:23,742 --> 00:32:26.245",FABRIZIO,I can see the Statue of Liberty already.,আমি এখান থেকেই স্ট্যাটু অফ লিবার্টি দেখতে পাচ্ছি ।
"00:32:31,317 --> 00:32:34.253",JACK,I'm the king of the world!,আমি সারাবিশ্বের রাজা !
"00:33:20,199 --> 00:33:25.737",ISMAY,She is the largest moving object ever made by the hand of man... in all history.,মানুষের হাতে সেটাই ছিল তার (জাহাজের) এখন পর্যন্ত সবচেয়ে বড় যাত্রা... ...সমস্ত ইতিহাসে ।
"00:33:25,804 --> 00:33:30.076",ISMAY,"And our master shipbuilder, Mr. Andrews here... designed her from the keel plates up.","আর আমাদের অভিজ্ঞ জাহাজ নির্মাটা, মি. অ্যান্ডও এখানে উপস্থিত আছেন... ...তিনি জাহাজের নিচের অংশের ডিজাইনের কাজ করেছেন ।"
"00:33:30,142 --> 00:33:34.746",ANDREWS,"I may have knocked her together, but... the idea was Mr. Ismay's.",আমি উনাকে একসাথে অফার করেছিলাম কিন্তু... ...আইডিয়াটা ছিল মি. ইজমিসের ।
"00:33:34,813 --> 00:33:41.753",ANDREWS,He envisioned a steamer so grand in scale... and so luxurious in... its appointments... that its supremacy would never be challenged.,তিনি এই মহান জাহাজের কল্পনা করেছিলেন... ...আর এটা অত্যন্ত বিলাসবহুল... ...এটার বাবস্থাপনা... ...এটার আধিপত্যতা কখনো চ্যালেঞ্জের মুখে পড়বে না ।
"00:33:41,820 --> 00:33:46.858",ANDREWS,"And here she is. Willed into solid reality. Hear, hear.","আর সে (জাহাজ) এখানে । আর বাস্তবতা সেটাই বলে । শোন, শোন ।"
"00:33:52,564 --> 00:33:55.067",RUTH,"You know I don't like that, Rose.","তুমি জান মামনি, আমি এটা পছন্দ করি না, রোস ।"
"00:34:04,343 --> 00:34:07.513",CAL,"Rare, with very little mint sauce.",সাথে সামান্য সস থাকবে ।
"00:34:11,850 --> 00:34:14.019",MOLLY BROWN,"You gonna cut her meat for her too there, Cal?","তুমি ওর মাংসও কেটে নিতে যাচ্ছ, ক্যাল ?"
"00:34:20,259 --> 00:34:21.360",MOLLY BROWN,"Hey, who thought of the name Titanic? Was it you, Bruce?","হেই, কে এটার নাম টাইটানিক দিয়েছে ? এটা তুমি, ব্রুস ?"
"00:34:23,595 --> 00:34:28.200",ISMAY,I wanted to convey sheer size. And size means stability...,আমি সঠিকভাবে জানতে চেয়েছিলাম এটার আকারটা । আর আকারটা বলতে এর দঢ়তা...
"00:34:34,698 --> 00:34:39.211",ROSE,His ideas about the male preoccupation with size might be of particular interest to you.,উনার আইডিয়াটা পুরুষদের মধ্যে সবার আগে এটার আকার সম্পর্কে বিশেষভাবে আপনাকে আগ্রহী করেছিল ।
"00:34:42,214 --> 00:34:43.549",ROSE,Excuse me.,ক্ষমা করবেন !
"00:34:49,721 --> 00:34:52.558",MOLLY BROWN,"She's a pistol, Cal. Hope you can handle her.","সে পিস্তলের মতো, কল । আশাকরি তুমি তাকে দেখেশুনে রাখতে পারবে ।"
"00:34:52,624 --> 00:34:56.728",CAL,"Well, I may have to start minding what she reads from now on, won't I, Mrs. Brown?","আমি এখানে তার মনের অবস্থা বোঝার চেষ্টা করছিলাম, মিসেস. ব্রাউন ।"
"00:35:11,877 --> 00:35:14.613",FABRIZIO,"The ship is nice, huh?","জাহাজটি সুন্দর, তাই না ?"
"00:35:15,814 --> 00:35:16.882",FABRIZIO,"Is English, no?","ইংলিশ, না ?"
"00:35:18,051 --> 00:35:19.985",IRISHMAN,"15,000 Irishmen built this ship.","১৫,০০০ আইরিশ মানুষ এই জাহাজটা তৈরি করেছে ।"
"00:35:23,389 --> 00:35:24.690",TOMMY RYAN,That's typical.,এটা আদশস্বরূপ ।
